name,global_id,entrepot,parent,Date_Création,Date_Update,Mots_clés,Sujet,Auteurs,Publication,PersistentUrl
"Analyse pollinique - Muntilier (Montilier) (Suisse, Fribourg), Fischergässli (I, II et C1)",doi:10.25666/DATAOSU-2019-07-09-03,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-09-03,2024-06-20T15:25:53Z,2024-06-20T15:25:53Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-09-03', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-09-03']",https://doi.org/10.25666/DATAOSU-2019-07-09-03
"Analyse pollinique - Villemanoche (F-89), Près la Grande Borne-Les Quatre Merles",doi:10.25666/DATAOSU-2019-07-08-08,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-08-08,2024-06-20T15:25:52Z,2024-06-20T15:25:52Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-08-08', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-08-08']",https://doi.org/10.25666/DATAOSU-2019-07-08-08
"Analyse pollinique - Massignieu-de-Rives (F-01), Lac de Bart",doi:10.25666/DATAOSU-2019-07-09-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-09-02,2024-06-20T15:25:52Z,2024-06-20T15:25:52Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-09-02', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-09-02']",https://doi.org/10.25666/DATAOSU-2019-07-09-02
"Analyse pollinique - Moissey (F-39), Pré Renaud",doi:10.25666/DATAOSU-2019-07-09-04,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-09-04,2024-06-20T15:25:53Z,2024-06-20T15:25:53Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Puertas, Olivier']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-09-04', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-09-04']",https://doi.org/10.25666/DATAOSU-2019-07-09-04
"Analyse pollinique - Fontenu (F-39), Lac de Chalain, Station 3 (calage 14C)",doi:10.25666/DATAOSU-2019-07-11,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-11,2024-06-20T15:25:56Z,2024-06-20T15:25:56Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-11', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-11']",https://doi.org/10.25666/DATAOSU-2019-07-11
"Analyse pollinique - Fretigney-et-Velloreille (F-70), La Baume Noire",doi:10.25666/DATAOSU-2019-07-10-09,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-10-09,2024-06-20T15:25:56Z,2024-06-20T15:25:56Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-10-09', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-10-09']",https://doi.org/10.25666/DATAOSU-2019-07-10-09
"Analyse pollinique - Izieu (F-01), Lac de Pluvis (3, pont CNR, Nord 8, Sud)",doi:10.25666/DATAOSU-2019-07-10-07,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-10-07,2024-06-20T15:25:55Z,2024-06-20T15:25:55Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-10-07', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-10-07']",https://doi.org/10.25666/DATAOSU-2019-07-10-07
"Analyse pollinique - Chaffois (F-25), Les Barbouillons",doi:10.25666/DATAOSU-2019-07-10-08,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-07-10-08,2024-06-20T15:25:56Z,2024-06-20T15:25:56Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Gauthier, Emilie']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-07-10-08', 'https://search-data.ubfc.fr/FR-18008901306731-2019-07-10-08']",https://doi.org/10.25666/DATAOSU-2019-07-10-08
Comptages ZELAC : prédateurs - proies,doi:10.25666/DATAOSU-2021-01-26,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-01-26,2024-06-20T15:26:01Z,2024-06-20T15:26:01Z,"['biodiversity conservation', 'biodiversité, conservation', 'ecology', 'écologie', 'road-side count', 'comptage', 'monitoring', 'surveillance']",[],"['Couval, Geoffroy', 'Giraudoux, Patrick']","['https://doi.org/10.5061/dryad.qz612jmd3', 'https://search-data.ubfc.fr/FR-18008901306731-2021-01-26']",https://doi.org/10.25666/DATAOSU-2021-01-26
Three-Component Access to Functionalized Spiropyrrolidine Heterocyclic Scaffolds and Their Cholinesterase Inhibitory Activity,doi:10.25666/DATAOSU-2021-03-12,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-03-12,2024-06-20T15:26:01Z,2024-06-20T15:26:01Z,"['chemistry, organic', 'chimie organique', '[3+2]-cycloaddition reaction', 'azomethine ylides', 'succinimide', 'dispiropyrrolidine derivatives']",[],"['Boudriga, Sarra', 'Haddad, Saoussen', 'Murugaiyah, Vikneswaran', 'Askri, Mohedinne', 'Knorr, Michael', 'Strohmann, Carsten', 'Golz, Christopher']","['https://doi.org/10.3390/molecules25081963', 'https://search-data.ubfc.fr/FR-18008901306731-2021-03-12']",https://doi.org/10.25666/DATAOSU-2021-03-12
"Analyses polliniques - Les Eyzies-de-Tayac-Sireuil (F-26), 28 avenue de la Forge, tuf calcaire",doi:10.25666/DATAOSU-2019-12-10-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2019-12-10-02,2024-06-20T15:25:59Z,2024-06-20T15:25:59Z,"['geography, physical', 'géographie physique', 'geology', 'géologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2019-12-10-02', 'https://search-data.ubfc.fr/FR-18008901306731-2019-12-10-02']",https://doi.org/10.25666/DATAOSU-2019-12-10-02
"Analyse pollinique - Sciez (F-74), Chemin de la Renouillère",doi:10.25666/DATAOSU-2020-01-09-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2020-01-09-02,2024-06-20T15:25:59Z,2024-06-20T15:25:59Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2020-01-09-02', 'https://search-data.ubfc.fr/FR-18008901306731-2020-01-09-02']",https://doi.org/10.25666/DATAOSU-2020-01-09-02
"Crystal structure of dicarbon­yl[μ2-methyl­enebis(di­phenyl­phosphane)-κ2P:P′][μ2-2-(2,4,5-tri­methyl­phen­yl)-3-...",doi:10.25666/DATAOSU-2021-06-22-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-06-22-02,2024-06-20T15:26:04Z,2024-06-20T15:26:04Z,"['crystallography', 'cristallographie', 'materials science, multidisciplinary', 'science des matériaux', 'crystalline structure', 'structure cristalline', 'heterobimetallics', 'hétéro-bimétallique', 'metal-metal bonding', 'liaison métal-métal', 'hydrogen bonding', 'liaison hydrogène', 'iron', 'fer', 'bis\xad(di\xadphenyl\xadphosphino)methane', 'bis\xad(di\xadphenyl\xadphosphino)méthane', 'organometallic chemistry', 'chimie organométallique', 'terminal alkyne', 'alcyne terminal', 'dimetalla\xadcyclo\xadpentenone', 'dimétalla\xadcyclo\xadpentenone', 'C—H...π inter\xadactions', 'C—H...π inter\xadactions']",[],"['Brieger, Lukas', 'Jourdain, Isabelle', 'Knorr, Michael', 'Strohmann, Carsten']","['https://doi.org/10.1107/S2056989019015573', 'https://search-data.ubfc.fr/FR-18008901306731-2021-06-22-02']",https://doi.org/10.25666/DATAOSU-2021-06-22-02
"Crystal structure of {μ2-1,2-bis­[(4-methyl­phenyl­sulfan­yl]-3-oxoprop-1-ene-1,3-di­yl-1:2κ2C3:C1}dicarbon­yl-1κ2C-[μ2-methyl­enebis(di­phenyl­phos­phane)-1:2κ2P:P′](tri­phenyl­phosphane-2κP)iron­platinum(Fe—Pt),...",doi:10.25666/DATAOSU-2021-04-12-03,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-04-12-03,2024-06-20T15:26:02Z,2024-06-20T15:26:02Z,"['crystallography', 'cristallographie', 'crystalline structure', 'structure cristalline', 'heterobimetallics', 'hétéro-bimétallique', 'metal-metal bonding', 'liaison métal-métal', 'thioether', 'thioéther', 'hydrogen bonding', 'liaison hydrogène', 'alkynes', 'alcynes', 'platinum', 'platine', 'iron', 'fer', 'dimetallcyclo\xadpentenone', 'dimetallcyclo\xadpentenone', 'bis\xad(di\xadphenyl\xadphosphino)methane', 'bis\xad(di\xadphenyl\xadphosphino)méthane', 'organometallic chemistry', 'chimie organométallique']",[],"['Mohamed, Ahmed Said', 'Jourdain, Isabelle', 'Knorr, Michael', 'Brieger, Lukas', 'Strohmann, Carsten']","['https://doi.org/10.1107/S2056989020007859', 'https://search-data.ubfc.fr/FR-18008901306731-2021-04-12-03']",https://doi.org/10.25666/DATAOSU-2021-04-12-03
Unusual Triplet-Triplet Annihilation in a 3D Copper Chloride Coordination Polymer,doi:10.25666/DATAOSU-2021-03-12-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-03-12-02,2024-06-20T15:26:01Z,2024-06-20T15:26:01Z,"['chemistry, physical', 'chimie physique', 'crystallography', 'cristallographie', 'materials science, multidisciplinary', 'science des matériaux', 'coordination polymers', 'polymères de coordination', 'photophysics', 'photophysique']",[],"['Schlachter, Adrien', 'Bonnot, Antoine', 'Fortin, Daniel', 'Karsenti, Paul-Ludovic', 'Knorr, Michael', 'Harvey, Pierre D.']","['https://doi.org/10.1039/C9CP02891A', 'https://search-data.ubfc.fr/FR-18008901306731-2021-03-12-02']",https://doi.org/10.25666/DATAOSU-2021-03-12-02
"Synthesis of Tris(arylphosphite)-ligated Cobalt(0) Complexes [Co2(CO)6{P(OAr)3}2], and their Reactivity towards Phenylacetylene and Diphenylacetylene",doi:10.25666/DATAOSU-2021-04-12-04,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-04-12-04,2024-06-20T15:26:02Z,2024-06-20T15:26:02Z,"['crystallography', 'cristallographie', 'crystalline structure', 'structure cristalline', 'metal-metal bonding', 'liaison métal-métal', 'nuclear magnetic resonance (NMR)', 'résonance magnétique nucléaire (RMN)', 'alkynes', 'alcynes', 'cobalt', 'cobalt', 'phosphites', 'phosphites', 'dimetallatetrahedrane', 'dimétallatetrahèdrane', 'organometallic chemistry', 'chimie organométallique']",[],"['Jourdain, Isabelle', 'Knorr, Michael', 'Brieger, Lukas', 'Strohmann, Carsten']","['https://doi.org/10.21926/acr.2004009', 'https://search-data.ubfc.fr/FR-18008901306731-2021-04-12-04']",https://doi.org/10.25666/DATAOSU-2021-04-12-04
"4′-(5-n-Propylthiophen-2-yl)-2,2′:6′,2″-terpyridine",doi:10.25666/DATAOSU-2021-04-12-05,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-04-12-05,2024-06-20T15:26:03Z,2024-06-20T15:26:03Z,"['chemistry, organic', 'chimie organique', 'thiophene', 'thiophène', 'heterocyclic compounds', 'composés hétérocycliques', '2-acetylpyridine', '2-acétylpyridine', 'nuclear magnetic resonance (NMR)', 'résonance magnétique nucléaire (RMN)', 'chalcogenophene', 'chalcogenophène', 'terpyridine', 'terpyridine']",[],"['Husson, Jérôme', 'Guyard, Laurent']","['https://doi.org/10.3390/M1183', 'https://search-data.ubfc.fr/FR-18008901306731-2021-04-12-05']",https://doi.org/10.25666/DATAOSU-2021-04-12-05
Abondances et caractéristiques génotypiques des bacilles à Gram négatif dans l'environnement - plaine alluviale de l'Ain - 2019-2020,doi:10.25666/DATAOSU-2021-10-22,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-10-22,2024-06-20T15:26:10Z,2024-06-20T15:26:10Z,"['cell biology', 'biologie moleculaire et cellulaire', 'microbiology', 'microbiologie', 'water resources', 'ressources en eau', 'wetland', 'zone humide', 'rivers', ""cours d'eau"", 'bacteriology', 'bactériologie', 'molecular biology', 'biologie moléculaire']",[],"['Henriot, Charles', 'Hocquet, Didier', 'Bornette, Gudrun']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2021-10-22', 'https://search-data.ubfc.fr/FR-18008901306731-2021-10-22']",https://doi.org/10.25666/DATAOSU-2021-10-22
"4'-(5-Méthylfuran-2-yl)-2,2':6',2''-terpyridine: Un nouveau ligand obtenu à partir d'un aldéhyde biosourcé avec une application potentielle dans des réactions catalysées par un métal",doi:10.25666/DATAOSU-2021-10-01,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-10-01,2024-06-20T15:26:09Z,2024-06-20T15:26:09Z,"['chemistry, organic', 'chimie organique', 'heterocyclic compounds', 'composés hétérocycliques', '2-acetylpyridine', '2-acétylpyridine', 'nuclear magnetic resonance (NMR)', 'résonance magnétique nucléaire (RMN)', 'terpyridine', 'terpyridine', 'furan', 'furane', 'catalyst', 'catalyseur']",[],"['Husson, Jérôme', 'Guyard, Laurent']","['https://doi.org/10.3390/M1032', 'https://search-data.ubfc.fr/FR-18008901306731-2021-10-01']",https://doi.org/10.25666/DATAOSU-2021-10-01
"4′-(N-(Propan-1,2-dienyl)pyrrol-2-yl)-2,2′:6′,2″-terpyridine",doi:10.25666/DATAOSU-2021-09-24,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-09-24,2024-06-20T15:26:07Z,2024-06-20T15:26:07Z,"['chemistry, organic', 'chimie organique', 'heterocyclic compounds', 'composés hétérocycliques', '2-acetylpyridine', '2-acétylpyridine', 'alkylation', 'alkylation', 'nuclear magnetic resonance (NMR)', 'résonance magnétique nucléaire (RMN)', 'alkynes', 'alcynes', 'terpyridine', 'terpyridine', 'allenes', 'allènes', 'pyrrole', 'pyrrole']",[],"['Husson, Jérôme', 'Guyard, Laurent']","['https://doi.org/10.3390/M1142', 'https://search-data.ubfc.fr/FR-18008901306731-2021-09-24']",https://doi.org/10.25666/DATAOSU-2021-09-24
"1-(4-Formyl-2,6-dimethoxyphenoxy)-4-chlorobut-2-yne",doi:10.25666/DATAOSU-2021-10-01-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-10-01-02,2024-06-20T15:26:10Z,2024-06-20T15:26:10Z,"['chemistry, organic', 'chimie organique', 'alkylation', 'alkylation', 'nuclear magnetic resonance (NMR)', 'résonance magnétique nucléaire (RMN)', 'alkynes', 'alcynes', 'O-alkylation', 'O-alkylation', 'Williamson reaction', 'réaction de Williamson', 'ethers', 'éthers']",[],"['Husson, Jérôme']","['https://doi.org/10.3390/M1252', 'https://search-data.ubfc.fr/FR-18008901306731-2021-10-01-02']",https://doi.org/10.25666/DATAOSU-2021-10-01-02
"4,4″-Dichloro-4′-(2-thienyl)-2,2′:6′,2″-terpyridine",doi:10.25666/DATAOSU-2021-09-24-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2021-09-24-02,2024-06-20T15:26:07Z,2024-06-20T15:26:07Z,"['chemistry, organic', 'chimie organique', 'thiophene', 'thiophène', 'heterocyclic compounds', 'composés hétérocycliques', '2-acetylpyridine', '2-acétylpyridine', 'nuclear magnetic resonance (NMR)', 'résonance magnétique nucléaire (RMN)', 'terpyridine', 'terpyridine']",[],"['Husson, Jérôme', 'Guyard, Laurent']","['https://doi.org/10.3390/M1183', 'https://search-data.ubfc.fr/FR-18008901306731-2021-09-24-02']",https://doi.org/10.25666/DATAOSU-2021-09-24-02
"Synthesis, antidiabetic activity and molecular docking study of rhodanine-substitued spirooxindole pyrrolidine derivatives as novel α-amylase inhibitors",doi:10.25666/DATAUBFC-2022-05-13,Université Marie et Louis Pasteur,databfc://10.25666/DATAUBFC-2022-05-13,2024-06-20T15:26:13Z,2024-06-20T15:26:13Z,"['mathematical & computational biology', 'biologie computationnelle', 'microbiology', 'microbiologie', 'chemistry, organic', 'chimie organique', 'crystallography', 'cristallographie', 'materials science, characterization & testing', 'matériaux/analyse', 'crystalline structure', 'structure cristalline', 'coordination polymers', 'polymères de coordination', 'X-ray diffraction', 'diffraction des rayons X', 'protein', 'protéine', 'DFT (Density Functional Theory) calculations', 'calculs DFT (Density Functional Theory)', 'aromatic compound', 'composé aromatique', 'reaction product', 'produit de réaction', 'addition reaction', ""réaction d'addition"", 'bioorganic chemistry', 'chimie bioorganique', 'peptides', 'peptides']",[],"['Toumi, Amani', 'Boudriga, Sarra', 'Hamden, Khaled', 'Sobeh, Mansour', 'Cheurfa, Mohammed', 'Askri, Mohedinne', 'Knorr, Michael', 'Strohmann, Carsten', 'Brieger, Lukas']","['https://doi.org/10.1016/j.bioorg.2020.104507', 'https://search-data.ubfc.fr/FR-18008901306731-2022-05-13']",https://doi.org/10.25666/DATAUBFC-2022-05-13
"Données pétrologiques d'interactions liquide silicaté - roche dans les granulites (Salvador de Bahia, Brésil)",doi:10.25666/DATAUBFC-2022-04-01-04,Université Marie et Louis Pasteur,databfc://10.25666/DATAUBFC-2022-04-01-04,2024-06-20T15:26:12Z,2024-06-20T15:26:12Z,"['geology', 'géologie', 'geosciences, multidisciplinary', 'géosciences', 'mineralogy', 'minéralogie', 'quantitative X-ray mapping', 'cartographie quantitative aux rayons X', 'garnet zoning', 'zonation chimique du grenat', 'petrology', 'pétrologie', 'trace element LA-ICPMS mapping', 'cartographie élément trace par LA-ICPMS', 'metasomatism', 'métasomatisme', 'partiel melting', 'fusion partielle']",[],"['Goncalves, Philippe']","['https://onlinelibrary.wiley.com/doi/10.1111/jmg.12592', 'https://search-data.ubfc.fr/FR-18008901306731-2022-04-01-04']",https://doi.org/10.25666/DATAUBFC-2022-04-01-04
Antimicrobial Activity and DFT Studies of a Novel Set of Spiropyrrolidines Tethered with Thiochroman-4-one/Chroman-4-one Scaffolds,doi:10.25666/DATAUBFC-2022-05-20,Université Marie et Louis Pasteur,databfc://10.25666/DATAUBFC-2022-05-20,2024-06-20T15:26:14Z,2024-06-20T15:26:14Z,"['mathematical & computational biology', 'biologie computationnelle', 'microbiology', 'microbiologie', 'chemistry, organic', 'chimie organique', 'crystallography', 'cristallographie', 'crystalline structure', 'structure cristalline', 'biological activity', 'activité biologique', '[3+2]-cycloaddition reaction', 'DFT (Density Functional Theory) calculations', 'calculs DFT (Density Functional Theory)', 'thiochroman-4-one', 'chroman-4-one', 'spiropyrrolidine', 'spiropyrrolidine']",[],"['Chouchène, Nourhène', 'Toumi, Amani', 'Boudriga, Sarra', 'Sobeh, Mansour', 'Askri, Mohedinne', 'Knorr, Michael', 'Strohmann, Carsten', 'Brieger, Lukas', 'Soldera, Armand']","['https://doi.org/10.3390/molecules27030582', 'https://search-data.ubfc.fr/FR-18008901306731-2022-05-20']",https://doi.org/10.25666/DATAUBFC-2022-05-20
Troisième catalogue de Gaia,doi:10.25666/DATAUBFC-2022-10-26,Université Marie et Louis Pasteur,databfc://10.25666/DATAUBFC-2022-10-26,2024-06-20T15:26:16Z,2024-06-20T15:26:16Z,"['astronomy & astrophysics', 'astronomie et astrophysique', 'astrometry', 'astrométrie', 'Milky Way Galaxy', 'Voie lactée', 'catalogs', 'catalogues']",[],"['Gaia Data Processing and Analysis Consortium, European Space Agency', 'Reylé, Céline']","['https://cds.u-strasbg.fr/gaia', 'https://search-data.ubfc.fr/FR-13002091000019-2022-10-26']",https://doi.org/10.25666/DATAUBFC-2022-10-26
"Distribution des oiseaux d'eau le long du Drugeon, France",doi:10.25666/DATAUBFC-2022-09-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAUBFC-2022-09-02,2024-06-20T15:26:16Z,2024-06-20T15:26:16Z,"['biodiversity conservation', 'biodiversité, conservation', 'ecology', 'écologie', 'ornithology', 'ornithologie', 'bird community', ""communauté d'oiseaux"", 'landscape of fear', 'paysage de la peur', 'limicole', ""oiseau d'eau"", 'Ramsar site', 'site Ramsar', 'hunting', 'chasse', 'game management', 'gestion cynégétique', 'wildlife management', 'gestion de la faune sauvage']",[],"['Michelat, Dominique', 'Giraudoux, Patrick']","['https://zenodo.org/record/4540002', 'https://search-data.ubfc.fr/FR-13002091000019-2022-09-02']",https://doi.org/10.25666/DATAUBFC-2022-09-02
"Analyse pollinique - Varces-Allières-et-Risset (F-38), Lachar (Autoroute A51)",doi:10.25666/DATAOSU-2017-12-22-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2017-12-22-02,2024-06-20T15:25:34Z,2024-06-20T15:25:34Z,"['geography, physical', 'géographie physique', 'geosciences, multidisciplinary', 'géosciences', 'paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'paleoclimatology', 'paléoclimatologie', 'palaeoenvironment', 'paléoenvironnement']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2017-12-22-02', 'https://search-data.ubfc.fr/FR-18008901306731-2017-12-22-02']",https://doi.org/10.25666/DATAOSU-2017-12-22-02
"Analyse pollinique - Vandières (F-54), Les Grandes Corvées",doi:10.25666/DATAOSU-2017-12-22,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2017-12-22,2024-06-20T15:25:34Z,2024-06-20T15:25:34Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2017-12-22', 'https://search-data.ubfc.fr/FR-18008901306731-2017-12-22']",https://doi.org/10.25666/DATAOSU-2017-12-22
"Analyse pollinique - Wettolsheim (F-68), Ricoh (Aeussere Kreuzfeld)",doi:10.25666/DATAOSU-2017-12-18,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2017-12-18,2024-06-20T15:25:34Z,2024-06-20T15:25:34Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2017-12-18', 'https://search-data.ubfc.fr/FR-18008901306731-2017-12-18']",https://doi.org/10.25666/DATAOSU-2017-12-18
"Analyse pollinique - Mauguio (F-34), Tonnerre BH 5.1",doi:10.25666/DATAOSU-2018-01-10,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2018-01-10,2024-06-20T15:25:35Z,2024-06-20T15:25:35Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2018-01-10', 'https://search-data.ubfc.fr/FR-18008901306731-2018-01-10']",https://doi.org/10.25666/DATAOSU-2018-01-10
"Analyse pollinique - Lajoux (Suisse, Jura), Dos le Cras (Moulin Dos le Cras)",doi:10.25666/DATAOSU-2018-10-30-02,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2018-10-30-02,2024-06-20T15:25:40Z,2024-06-20T15:25:40Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2018-10-30-02', 'https://search-data.ubfc.fr/FR-18008901306731-2018-10-30-02']",https://doi.org/10.25666/DATAOSU-2018-10-30-02
"Analyse pollinique - Lajoux (Suisse, Jura), Derrière les Embreux (Le Clos dedô)",doi:10.25666/DATAOSU-2018-10-30-03,Université Marie et Louis Pasteur,databfc://10.25666/DATAOSU-2018-10-30-03,2024-06-20T15:25:40Z,2024-06-20T15:25:40Z,"['paleontology', 'paléontologie', 'environmental sciences', ""sciences de l'environnement"", 'archaeology', 'archéologie', 'pollen', 'pollen', 'palynology', 'palynologie', 'palaeoenvironment', 'paléoenvironnement', 'archaeology', 'archéologie']",[],"['Richard, Hervé']","['dataps://data-chrono.univ-fcomte.fr/web/app.php/data?id=FR-18008901306731-2018-10-30-03', 'https://search-data.ubfc.fr/FR-18008901306731-2018-10-30-03']",https://doi.org/10.25666/DATAOSU-2018-10-30-03
